,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,total_bedrooms_per_total_rooms
6537,-118.27,33.8,38.0,1446.0,327.0,980.0,319.0,3.35,177700.0,0.22614107883817428
6538,-118.27,33.8,28.0,4698.0,902.0,3287.0,881.0,4.8508,215900.0,0.19199659429544488
6539,-118.27,33.79,39.0,1417.0,359.0,1450.0,367.0,2.8462,172000.0,0.25335215243472126
6540,-118.27,33.79,36.0,2218.0,561.0,1789.0,527.0,3.1613,182300.0,0.25293056807935077
6541,-118.27,33.79,31.0,1535.0,369.0,1291.0,340.0,2.9375,174000.0,0.24039087947882737
6542,-118.27,33.79,26.0,2109.0,651.0,2120.0,605.0,2.1447,158700.0,0.30867709815078237
6543,-118.27,33.78,21.0,3354.0,1174.0,4426.0,1110.0,2.5262,167300.0,0.3500298151460942
6544,-118.27,33.77,26.0,2272.0,694.0,2567.0,595.0,1.9964,150600.0,0.30545774647887325
6545,-118.28,34.76,19.0,3430.0,601.0,1817.0,571.0,4.7875,163600.0,0.1752186588921283
6546,-118.28,34.26,32.0,1079.0,207.0,486.0,167.0,4.9833,213000.0,0.19184430027803523
6547,-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,197600.0,0.2200488997555012
6548,-118.28,34.25,29.0,2559.0,787.0,1886.0,769.0,2.6036,162100.0,0.30754200859710823
6549,-118.28,34.24,32.0,2542.0,526.0,1278.0,493.0,4.45,263600.0,0.2069236821400472
6550,-118.28,34.24,29.0,3390.0,580.0,1543.0,576.0,5.6184,316900.0,0.1710914454277286
6551,-118.28,34.18,52.0,2602.0,418.0,1137.0,419.0,5.3185,358000.0,0.1606456571867794
6552,-118.28,34.18,50.0,2195.0,336.0,878.0,309.0,6.884,365600.0,0.1530751708428246
6553,-118.28,34.18,47.0,2243.0,339.0,911.0,319.0,7.4046,446800.0,0.15113687026304057
6554,-118.28,34.17,52.0,2332.0,433.0,1135.0,440.0,5.5658,331200.0,0.18567753001715265
6555,-118.28,34.16,49.0,1393.0,290.0,605.0,282.0,2.9491,257400.0,0.208183776022972
6556,-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5.4122,397500.0,0.17092337917485265
6557,-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,4.5781,360500.0,0.24237382140876318
6558,-118.28,34.11,38.0,4453.0,1156.0,1830.0,1099.0,3.6181,495600.0,0.2596002694812486
6559,-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,2.7875,217300.0,0.30953218431234614
6560,-118.28,34.1,49.0,1767.0,467.0,1066.0,438.0,3.0958,210900.0,0.26428975664968873
6561,-118.28,34.1,48.0,805.0,246.0,633.0,235.0,2.3421,200000.0,0.30559006211180123
6562,-118.28,34.1,44.0,2728.0,585.0,1227.0,567.0,4.0602,324000.0,0.21444281524926687
6563,-118.28,34.09,52.0,2273.0,663.0,1480.0,597.0,2.3333,196500.0,0.29168499780026397
6564,-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0,0.3126959247648903
6565,-118.28,34.09,38.0,790.0,275.0,664.0,194.0,3.0357,175000.0,0.34810126582278483
6566,-118.28,34.08,52.0,2465.0,773.0,2328.0,746.0,2.6178,203100.0,0.3135902636916836
6567,-118.28,34.08,42.0,997.0,374.0,982.0,372.0,2.9423,200000.0,0.37512537612838515
6568,-118.28,34.08,40.0,1630.0,543.0,1568.0,510.0,2.7366,169100.0,0.33312883435582824
6569,-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,2.875,213500.0,0.28336495888678054
6570,-118.28,34.07,41.0,1072.0,331.0,1111.0,314.0,1.9233,207100.0,0.3087686567164179
6571,-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2.3636,190000.0,0.3016319639842431
6572,-118.28,34.07,25.0,7522.0,3179.0,7221.0,2902.0,2.0173,177500.0,0.42262696091465035
6573,-118.28,34.07,24.0,3247.0,1281.0,2642.0,1182.0,2.4632,216700.0,0.39451801663073605
6574,-118.28,34.07,14.0,1924.0,926.0,2226.0,792.0,2.2552,265900.0,0.4812889812889813
6575,-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1.1122,187500.0,0.48504273504273504
6576,-118.28,34.06,52.0,1261.0,616.0,2309.0,581.0,1.6184,225000.0,0.48850118953211735
6577,-118.28,34.06,42.0,2472.0,1368.0,3795.0,1179.0,1.2254,162500.0,0.5533980582524272
6578,-118.28,34.06,17.0,2518.0,1196.0,3051.0,1000.0,1.7199,175000.0,0.4749801429706116
6579,-118.28,34.06,14.0,1787.0,853.0,2251.0,763.0,1.1642,400000.0,0.47733631785114716
6580,-118.28,34.05,44.0,1273.0,474.0,1754.0,460.0,1.6037,275000.0,0.3723487824037706
6581,-118.28,34.05,41.0,1788.0,774.0,2931.0,702.0,1.4413,158900.0,0.43288590604026844
6582,-118.28,34.05,31.0,1525.0,730.0,2510.0,652.0,1.6355,162500.0,0.4786885245901639
6583,-118.28,34.05,28.0,1306.0,637.0,2079.0,598.0,1.4615,275000.0,0.4877488514548239
6584,-118.28,34.04,48.0,1521.0,513.0,1772.0,458.0,2.2232,162500.0,0.33727810650887574
6585,-118.28,34.04,39.0,1155.0,433.0,1857.0,424.0,2.1696,153400.0,0.3748917748917749
6586,-118.28,34.04,25.0,1582.0,780.0,2390.0,719.0,1.4167,200000.0,0.49304677623261695
6587,-118.28,34.04,20.0,1193.0,454.0,1880.0,453.0,2.1806,180000.0,0.38055322715842416
6588,-118.28,34.04,19.0,460.0,241.0,890.0,229.0,1.6089,162500.0,0.5239130434782608
6589,-118.28,34.03,45.0,943.0,289.0,953.0,238.0,2.0673,151600.0,0.3064687168610817
6590,-118.28,34.03,41.0,1933.0,791.0,3121.0,719.0,1.8539,147500.0,0.4092084842214175
6591,-118.28,34.03,25.0,1407.0,550.0,1193.0,472.0,1.2989,225000.0,0.39090262970859985
6592,-118.28,34.02,52.0,281.0,103.0,470.0,96.0,1.9375,38800.0,0.3665480427046263
6593,-118.28,34.02,46.0,1098.0,426.0,1510.0,374.0,2.1382,156300.0,0.3879781420765027
6594,-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,122900.0,0.30526720492118414
6595,-118.28,34.01,46.0,441.0,167.0,621.0,144.0,1.8824,162500.0,0.3786848072562358
6596,-118.28,34.01,34.0,2305.0,775.0,2450.0,740.0,1.7143,132000.0,0.3362255965292842
6597,-118.28,34.0,48.0,1514.0,376.0,1353.0,344.0,2.1607,96100.0,0.24834874504623514
6598,-118.28,34.0,46.0,1650.0,463.0,1992.0,458.0,2.3403,114100.0,0.2806060606060606
6599,-118.28,34.0,44.0,2636.0,725.0,2182.0,651.0,1.432,124000.0,0.27503793626707135
6600,-118.28,34.0,43.0,713.0,245.0,880.0,237.0,1.2065,103600.0,0.3436185133239832
6601,-118.28,34.0,42.0,1534.0,417.0,1295.0,380.0,2.0938,119200.0,0.27183833116036504
6602,-118.28,34.0,38.0,3335.0,921.0,3612.0,887.0,2.125,118800.0,0.27616191904047976
6603,-118.28,33.99,52.0,1283.0,342.0,1363.0,329.0,2.5848,101900.0,0.2665627435697584
6604,-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,95000.0,0.22125114995400183
6605,-118.28,33.99,46.0,2577.0,703.0,2446.0,687.0,1.275,98300.0,0.2727978269305394
6606,-118.28,33.99,46.0,1211.0,321.0,1153.0,282.0,1.7849,99300.0,0.26507018992568127
6607,-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,1.5109,104000.0,0.2221458046767538
6608,-118.28,33.99,37.0,1971.0,513.0,1673.0,464.0,1.4625,103000.0,0.2602739726027397
6609,-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,93000.0,0.223121387283237
6610,-118.28,33.98,45.0,1720.0,416.0,1382.0,365.0,0.9337,92300.0,0.24186046511627907
6611,-118.28,33.98,43.0,1240.0,312.0,1100.0,311.0,1.575,97500.0,0.25161290322580643
6612,-118.28,33.98,39.0,1306.0,345.0,1332.0,331.0,1.9564,92200.0,0.26416539050535986
6613,-118.28,33.98,19.0,883.0,313.0,726.0,277.0,0.9809,121400.0,0.35447338618346547
6614,-118.28,33.97,40.0,2180.0,642.0,2464.0,631.0,1.5521,90100.0,0.2944954128440367
6615,-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,1.6027,97300.0,0.2732270478284772
6616,-118.28,33.97,35.0,2305.0,634.0,1978.0,568.0,1.375,100000.0,0.27505422993492407
6617,-118.28,33.97,34.0,2771.0,802.0,2782.0,715.0,1.6652,99000.0,0.28942619992782387
6618,-118.28,33.97,31.0,2017.0,566.0,2063.0,521.0,1.9219,107000.0,0.28061477441745164
6619,-118.28,33.97,31.0,1068.0,271.0,1091.0,281.0,1.689,102600.0,0.25374531835205993
6620,-118.28,33.96,42.0,1604.0,399.0,1581.0,387.0,1.7656,96700.0,0.24875311720698254
6621,-118.28,33.96,42.0,1206.0,304.0,1167.0,250.0,1.615,101300.0,0.25207296849087896
6622,-118.28,33.96,41.0,1175.0,340.0,1241.0,352.0,1.2273,98400.0,0.28936170212765955
6623,-118.28,33.96,37.0,1812.0,500.0,1640.0,447.0,1.9348,99100.0,0.27593818984547464
6624,-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,102100.0,0.2709739633558341
6625,-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,1.5313,91400.0,0.308119011598588
6626,-118.28,33.95,41.0,835.0,208.0,707.0,192.0,1.4103,86200.0,0.24910179640718563
6627,-118.28,33.95,40.0,2044.0,538.0,2150.0,524.0,2.1437,94800.0,0.26320939334637966
6628,-118.28,33.94,9.0,456.0,130.0,438.0,114.0,0.8952,81300.0,0.2850877192982456
6629,-118.28,33.94,44.0,1631.0,338.0,1197.0,355.0,3.0788,100000.0,0.20723482526057632
6630,-118.28,33.94,43.0,1201.0,292.0,840.0,252.0,2.7917,105600.0,0.24313072439633637
6631,-118.28,33.93,52.0,117.0,33.0,74.0,45.0,0.4999,90600.0,0.28205128205128205
6632,-118.28,33.93,45.0,529.0,112.0,448.0,120.0,3.5833,90600.0,0.21172022684310018
6633,-118.28,33.93,43.0,269.0,74.0,295.0,79.0,2.2969,90600.0,0.275092936802974
6634,-118.28,33.93,21.0,847.0,278.0,1283.0,277.0,1.4329,94100.0,0.3282172373081464
6635,-118.28,33.92,39.0,1472.0,302.0,1036.0,318.0,3.0,110000.0,0.20516304347826086
6636,-118.28,33.92,39.0,1274.0,282.0,975.0,277.0,1.5114,90400.0,0.22135007849293564
6637,-118.28,33.92,37.0,742.0,151.0,729.0,144.0,3.055,105400.0,0.20350404312668463
6638,-118.28,33.92,37.0,1761.0,409.0,1309.0,357.0,2.1875,175900.0,0.23225440090857466
6639,-118.28,33.91,41.0,620.0,133.0,642.0,162.0,2.6546,159600.0,0.21451612903225806
6640,-118.28,33.88,19.0,2758.0,675.0,2047.0,591.0,2.6618,179700.0,0.24474256707759245
6641,-118.28,33.85,27.0,489.0,98.0,403.0,97.0,5.144,180800.0,0.20040899795501022
6642,-118.28,33.83,28.0,880.0,168.0,717.0,142.0,4.5469,175700.0,0.19090909090909092
6643,-118.28,33.82,30.0,3615.0,760.0,2813.0,752.0,5.3849,217700.0,0.21023513139695713
6644,-118.28,33.82,26.0,4586.0,1042.0,3680.0,1027.0,4.174,205100.0,0.22721325774095072
6645,-118.28,33.81,29.0,2755.0,508.0,2046.0,488.0,5.2034,212400.0,0.18439201451905626
6646,-118.28,33.8,38.0,1471.0,329.0,1207.0,335.0,4.0,165500.0,0.22365737593473828
6647,-118.28,33.79,36.0,1989.0,458.0,1668.0,455.0,3.3009,168000.0,0.2302664655605832
6648,-118.28,33.78,37.0,1212.0,304.0,1076.0,293.0,3.2115,160100.0,0.2508250825082508
6649,-118.28,33.78,20.0,2233.0,591.0,1915.0,558.0,3.2011,169100.0,0.264666368114644
6650,-118.28,33.75,21.0,2442.0,719.0,1916.0,646.0,1.2276,208300.0,0.29443079443079445
6651,-118.28,33.75,18.0,393.0,189.0,429.0,188.0,1.8393,187500.0,0.48091603053435117
6652,-118.28,33.74,44.0,1853.0,556.0,2090.0,539.0,1.8584,248100.0,0.30005396654074473
6653,-118.28,33.74,40.0,1751.0,512.0,1939.0,503.0,1.5394,200000.0,0.2924043403769275
6654,-118.28,33.74,16.0,855.0,271.0,486.0,250.0,0.7591,350000.0,0.3169590643274854
6655,-118.28,33.73,45.0,2137.0,559.0,1550.0,529.0,1.9167,227200.0,0.26158165652784277
6656,-118.28,33.73,39.0,2602.0,802.0,2178.0,737.0,2.0469,234500.0,0.30822444273635663
6657,-118.28,33.68,8.0,2842.0,522.0,1624.0,510.0,3.7282,287500.0,0.1836734693877551
6658,-118.29,34.65,18.0,6893.0,1372.0,2837.0,1221.0,3.3173,218400.0,0.19904250689104888
6659,-118.29,34.36,34.0,503.0,99.0,275.0,68.0,4.5491,375000.0,0.19681908548707752
6660,-118.29,34.26,33.0,3177.0,713.0,1845.0,612.0,4.008,191100.0,0.2244255587031791
6661,-118.29,34.25,8.0,5568.0,1514.0,3565.0,1374.0,3.0795,161500.0,0.2719109195402299
6662,-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,2.4727,175000.0,0.2987927565392354
6663,-118.29,34.18,36.0,3120.0,620.0,1441.0,612.0,3.9041,320400.0,0.1987179487179487
6664,-118.29,34.17,17.0,3852.0,1066.0,2986.0,993.0,2.3482,255400.0,0.2767393561786085
6665,-118.29,34.17,12.0,2238.0,682.0,1882.0,611.0,2.9,208300.0,0.30473637176050045
6666,-118.29,34.16,42.0,413.0,107.0,349.0,107.0,4.3438,189800.0,0.25907990314769974
6667,-118.29,34.16,35.0,1257.0,318.0,764.0,319.0,3.2083,238000.0,0.2529832935560859
6668,-118.29,34.16,31.0,1262.0,338.0,1019.0,332.0,3.7083,241900.0,0.26782884310618066
6669,-118.29,34.11,49.0,2850.0,379.0,1113.0,380.0,12.9591,500001.0,0.13298245614035087
6670,-118.29,34.11,48.0,1448.0,295.0,681.0,287.0,3.2333,436400.0,0.2037292817679558
6671,-118.29,34.11,40.0,2681.0,737.0,1144.0,669.0,3.0461,264300.0,0.27489742633345765
6672,-118.29,34.11,30.0,2774.0,570.0,1076.0,580.0,5.296,500001.0,0.2054794520547945
6673,-118.29,34.11,24.0,3696.0,1125.0,1685.0,1031.0,2.3789,266700.0,0.30438311688311687
6674,-118.29,34.1,43.0,1711.0,443.0,1190.0,429.0,3.5172,265500.0,0.25891291642314435
6675,-118.29,34.1,39.0,631.0,298.0,744.0,274.0,2.7054,162500.0,0.4722662440570523
6676,-118.29,34.1,39.0,2196.0,582.0,1165.0,538.0,2.9417,254200.0,0.2650273224043716
6677,-118.29,34.09,52.0,1272.0,322.0,984.0,353.0,1.9063,261600.0,0.2531446540880503
6678,-118.29,34.09,43.0,1583.0,658.0,1941.0,614.0,1.9835,225000.0,0.4156664560960202
6679,-118.29,34.09,39.0,336.0,173.0,586.0,151.0,1.8056,262500.0,0.5148809523809523
6680,-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,198400.0,0.4253048780487805
6681,-118.29,34.09,34.0,2716.0,1114.0,2991.0,1021.0,1.7514,187500.0,0.4101620029455081
6682,-118.29,34.09,29.0,2240.0,792.0,2254.0,739.0,2.3317,172500.0,0.3535714285714286
6683,-118.29,34.09,28.0,1562.0,648.0,1974.0,597.0,1.9766,112500.0,0.4148527528809219
6684,-118.29,34.08,49.0,649.0,315.0,987.0,329.0,1.6806,316700.0,0.48536209553158705
6685,-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,300000.0,0.4401178010471204
6686,-118.29,34.08,38.0,380.0,130.0,445.0,140.0,1.9286,137500.0,0.34210526315789475
6687,-118.29,34.08,34.0,479.0,182.0,557.0,170.0,1.525,210000.0,0.37995824634655534
6688,-118.29,34.08,23.0,1864.0,937.0,2795.0,858.0,1.8495,212500.0,0.5026824034334764
6689,-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,253100.0,0.4882710686359687
6690,-118.29,34.07,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,112500.0,0.42452126336732154
6691,-118.29,34.07,22.0,492.0,269.0,634.0,261.0,1.6406,300000.0,0.5467479674796748
6692,-118.29,34.07,19.0,3013.0,1118.0,2465.0,1008.0,2.5386,290600.0,0.3710587454364421
6693,-118.29,34.06,9.0,1554.0,815.0,1704.0,761.0,2.0185,141700.0,0.5244530244530244
6694,-118.29,34.06,46.0,1759.0,1012.0,2716.0,877.0,2.1637,350000.0,0.5753268902785673
6695,-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,70000.0,0.5888546481766821
6696,-118.29,34.06,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,187500.0,0.4523615635179153
6697,-118.29,34.06,23.0,2040.0,778.0,2235.0,697.0,1.9309,233300.0,0.3813725490196078
6698,-118.29,34.05,31.0,2818.0,1252.0,4126.0,1200.0,2.053,229200.0,0.44428672817601134
6699,-118.29,34.05,18.0,3585.0,1661.0,5229.0,1534.0,1.847,250000.0,0.46331938633193864
6700,-118.29,34.04,48.0,1353.0,488.0,1945.0,487.0,2.4359,123700.0,0.360679970436068
6701,-118.29,34.04,44.0,1941.0,579.0,2049.0,535.0,2.0405,143000.0,0.2982998454404946
6702,-118.29,34.04,41.0,659.0,291.0,1224.0,290.0,2.0817,132500.0,0.44157814871016693
6703,-118.29,34.04,32.0,432.0,182.0,702.0,186.0,2.1471,125000.0,0.4212962962962963
6704,-118.29,34.04,31.0,700.0,299.0,1272.0,298.0,2.1542,128100.0,0.42714285714285716
6705,-118.29,34.03,42.0,1680.0,557.0,2099.0,526.0,1.9167,136400.0,0.33154761904761904
6706,-118.29,34.03,38.0,1501.0,437.0,1777.0,441.0,2.0848,135200.0,0.2911392405063291
6707,-118.29,34.03,29.0,3544.0,1384.0,3323.0,1213.0,1.0219,258300.0,0.3905191873589165
6708,-118.29,34.03,22.0,3313.0,1235.0,2381.0,1063.0,0.7473,168800.0,0.37277392091759737
6709,-118.29,34.02,26.0,2001.0,582.0,2044.0,557.0,1.1563,118800.0,0.2908545727136432
6710,-118.29,34.02,21.0,1641.0,491.0,1526.0,453.0,2.087,141300.0,0.2992078001218769
6711,-118.29,34.01,50.0,2238.0,673.0,2247.0,583.0,1.6505,125000.0,0.3007149240393208
6712,-118.29,34.01,42.0,814.0,223.0,511.0,188.0,2.3942,123200.0,0.273955773955774
6713,-118.29,34.01,40.0,885.0,312.0,799.0,221.0,1.1667,143800.0,0.3525423728813559
6714,-118.29,34.01,39.0,751.0,207.0,1010.0,231.0,1.6036,137500.0,0.2756324900133156
6715,-118.29,34.01,30.0,1385.0,518.0,1730.0,472.0,1.0539,142500.0,0.3740072202166065
6716,-118.29,34.0,52.0,2579.0,494.0,1558.0,458.0,2.0809,109600.0,0.1915471112834432
6717,-118.29,34.0,52.0,1319.0,295.0,898.0,271.0,2.7727,128600.0,0.22365428354814254
6718,-118.29,34.0,44.0,1753.0,387.0,1165.0,380.0,2.1354,105800.0,0.22076440387906446
6719,-118.29,33.99,46.0,2608.0,636.0,1766.0,596.0,1.5846,114800.0,0.24386503067484663
6720,-118.29,33.99,43.0,1902.0,398.0,1153.0,363.0,1.9375,112900.0,0.2092534174553102
6721,-118.29,33.99,39.0,979.0,235.0,857.0,236.0,2.5547,108900.0,0.24004085801838612
6722,-118.29,33.98,48.0,1124.0,231.0,783.0,223.0,3.4444,93100.0,0.20551601423487545
6723,-118.29,33.98,46.0,1118.0,300.0,786.0,254.0,1.4042,110000.0,0.26833631484794274
6724,-118.29,33.98,44.0,2261.0,555.0,1348.0,455.0,1.9125,97200.0,0.24546660769570985
6725,-118.29,33.98,42.0,2833.0,768.0,2542.0,725.0,1.3479,100000.0,0.2710907165548888
6726,-118.29,33.98,41.0,1582.0,416.0,1422.0,370.0,1.0516,108300.0,0.2629582806573957
6727,-118.29,33.98,30.0,1162.0,318.0,1207.0,289.0,1.223,100000.0,0.2736660929432014
6728,-118.29,33.97,48.0,3139.0,587.0,1319.0,506.0,3.5208,134200.0,0.18700223000955718
6729,-118.29,33.97,43.0,2660.0,672.0,2133.0,588.0,1.7734,107300.0,0.25263157894736843
6730,-118.29,33.96,39.0,1340.0,409.0,1463.0,367.0,1.5294,111400.0,0.30522388059701494
6731,-118.29,33.96,36.0,1717.0,417.0,902.0,368.0,1.4868,113200.0,0.24286546301688994
6732,-118.29,33.96,32.0,3508.0,917.0,2794.0,839.0,1.554,100000.0,0.2614025085518814
6733,-118.29,33.95,40.0,2808.0,695.0,2357.0,627.0,1.9655,102300.0,0.2475071225071225
6734,-118.29,33.95,39.0,1701.0,428.0,1468.0,411.0,1.9702,93200.0,0.2516166960611405
6735,-118.29,33.95,32.0,721.0,205.0,842.0,208.0,1.6029,89700.0,0.2843273231622746
6736,-118.29,33.95,31.0,2839.0,792.0,2390.0,729.0,2.0,109800.0,0.27897146882705176
6737,-118.29,33.94,38.0,2407.0,630.0,1774.0,562.0,1.5615,108600.0,0.2617366015787287
6738,-118.29,33.94,34.0,1089.0,278.0,995.0,315.0,2.3352,107700.0,0.25528007346189163
6739,-118.29,33.94,32.0,2701.0,708.0,1880.0,590.0,1.6716,123800.0,0.26212513883746763
6740,-118.29,33.93,43.0,2021.0,379.0,1051.0,352.0,3.3836,129900.0,0.18753092528451262
6741,-118.29,33.93,41.0,896.0,198.0,605.0,168.0,2.2778,128100.0,0.22098214285714285
6742,-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,111200.0,0.26887052341597795
6743,-118.29,33.92,40.0,1935.0,461.0,1616.0,433.0,2.875,120200.0,0.23824289405684754
6744,-118.29,33.92,34.0,1799.0,362.0,1293.0,355.0,3.692,145200.0,0.20122290161200668
6745,-118.29,33.92,34.0,1374.0,240.0,906.0,248.0,5.3292,155500.0,0.17467248908296942
6746,-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,2.7368,162800.0,0.21254494606472232
6747,-118.29,33.91,28.0,1501.0,446.0,1028.0,418.0,2.3043,177500.0,0.2971352431712192
6748,-118.29,33.9,42.0,1273.0,309.0,1203.0,348.0,4.4636,162000.0,0.24273369992144542
6749,-118.29,33.89,32.0,2355.0,583.0,1605.0,571.0,4.2171,218200.0,0.2475583864118896
6750,-118.29,33.88,32.0,2307.0,493.0,1754.0,528.0,4.317,232800.0,0.21369744256610315
6751,-118.29,33.88,27.0,2082.0,612.0,2009.0,548.0,2.9063,184100.0,0.29394812680115273
6752,-118.29,33.88,21.0,4946.0,1231.0,3186.0,1167.0,3.3281,237000.0,0.24888799029518804
6753,-118.29,33.87,32.0,1700.0,340.0,864.0,317.0,4.381,238700.0,0.2
6754,-118.29,33.85,10.0,1391.0,420.0,1378.0,377.0,1.9049,222200.0,0.301941049604601
6755,-118.29,33.84,34.0,2617.0,558.0,1396.0,515.0,5.061,218000.0,0.21322124570118456
6756,-118.29,33.84,23.0,3626.0,799.0,2321.0,731.0,4.7393,237900.0,0.22035300606729177
6757,-118.29,33.84,11.0,2274.0,617.0,1897.0,622.0,3.5094,162900.0,0.27132805628847845
6758,-118.29,33.82,21.0,4383.0,901.0,2689.0,913.0,3.4375,218800.0,0.2055669632671686
6759,-118.29,33.81,19.0,7023.0,1538.0,3993.0,1412.0,5.0532,218200.0,0.21899473159618396
6760,-118.29,33.8,21.0,9944.0,1623.0,4185.0,1582.0,4.526,329400.0,0.16321399839098955
6761,-118.29,33.79,16.0,1867.0,571.0,951.0,498.0,3.3427,154200.0,0.30583824317086233
6762,-118.29,33.79,10.0,3708.0,1016.0,2855.0,948.0,2.0,165400.0,0.2740021574973031
6763,-118.29,33.74,52.0,1438.0,472.0,1018.0,399.0,2.2188,306700.0,0.3282336578581363
6764,-118.29,33.74,41.0,1382.0,361.0,905.0,344.0,2.75,238300.0,0.26121562952243127
6765,-118.29,33.74,30.0,2074.0,533.0,1311.0,531.0,2.0329,225800.0,0.2569913211186114
6766,-118.29,33.74,29.0,1503.0,411.0,1368.0,390.0,2.1473,195300.0,0.27345309381237526
6767,-118.29,33.73,43.0,1854.0,519.0,1151.0,486.0,2.5759,225000.0,0.27993527508090615
6768,-118.29,33.73,30.0,3161.0,813.0,1865.0,771.0,2.7139,231700.0,0.2571970895286302
6769,-118.29,33.73,21.0,2492.0,711.0,1699.0,672.0,2.1382,242300.0,0.28531300160513645
6770,-118.29,33.72,39.0,2651.0,590.0,1103.0,508.0,3.274,254300.0,0.2225575254620898
6771,-118.29,33.72,25.0,2469.0,584.0,1253.0,535.0,3.1932,257500.0,0.23653300931551235
6772,-118.29,33.72,21.0,1568.0,452.0,801.0,422.0,3.5109,225000.0,0.288265306122449
6773,-118.29,33.71,40.0,1933.0,475.0,902.0,412.0,4.25,332800.0,0.24573202276254527
6774,-118.29,33.71,40.0,1644.0,471.0,780.0,416.0,3.1071,464300.0,0.2864963503649635
6775,-118.29,33.71,36.0,3135.0,746.0,1815.0,697.0,3.7596,300000.0,0.2379585326953748
6776,-118.3,37.17,22.0,3480.0,673.0,1541.0,636.0,2.75,94500.0,0.19339080459770114
6777,-118.3,34.26,40.0,1065.0,214.0,605.0,183.0,4.1964,185900.0,0.20093896713615023
6778,-118.3,34.26,28.0,1643.0,489.0,1142.0,458.0,3.1607,200600.0,0.29762629336579427
6779,-118.3,34.25,36.0,1300.0,304.0,688.0,261.0,3.1523,176700.0,0.23384615384615384
6780,-118.3,34.19,52.0,2962.0,468.0,1364.0,466.0,4.9042,343500.0,0.15800135043889263
6781,-118.3,34.19,51.0,1502.0,243.0,586.0,231.0,4.375,332400.0,0.1617842876165113
6782,-118.3,34.19,14.0,3615.0,913.0,1924.0,852.0,3.5083,280900.0,0.25255878284923927
6783,-118.3,34.18,5.0,5492.0,1549.0,2997.0,1405.0,3.3205,172100.0,0.28204661325564456
6784,-118.3,34.18,13.0,7174.0,1997.0,4293.0,1872.0,3.0973,251900.0,0.2783663228324505
6785,-118.3,34.17,37.0,350.0,115.0,342.0,111.0,3.0687,200000.0,0.32857142857142857
6786,-118.3,34.17,30.0,48.0,14.0,74.0,16.0,5.0056,162500.0,0.2916666666666667
6787,-118.3,34.17,17.0,4041.0,1169.0,3309.0,1117.0,2.6016,222400.0,0.2892848304875031
6788,-118.3,34.17,16.0,1353.0,398.0,1211.0,357.0,3.1551,205000.0,0.29416112342941614
6789,-118.3,34.16,40.0,1875.0,460.0,869.0,438.0,3.2321,243600.0,0.24533333333333332
6790,-118.3,34.16,35.0,3213.0,874.0,2401.0,819.0,2.8342,256800.0,0.2720199190787426
6791,-118.3,34.11,52.0,3136.0,675.0,1213.0,606.0,3.5806,391900.0,0.2152423469387755
6792,-118.3,34.11,52.0,1954.0,245.0,645.0,237.0,6.9391,500001.0,0.1253838280450358
6793,-118.3,34.11,25.0,1590.0,218.0,568.0,206.0,8.4389,500001.0,0.1371069182389937
6794,-118.3,34.1,38.0,2067.0,914.0,2717.0,853.0,1.7641,250000.0,0.44218674407353653
6795,-118.3,34.1,37.0,5305.0,1980.0,3895.0,1874.0,2.0672,283300.0,0.37323279924599434
6796,-118.3,34.1,36.0,2284.0,899.0,1964.0,839.0,1.9297,203300.0,0.3936077057793345
6797,-118.3,34.1,35.0,7517.0,2961.0,5899.0,2769.0,1.9354,340000.0,0.39390714380736996
6798,-118.3,34.1,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,262500.0,0.4368313805399898
6799,-118.3,34.09,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,218800.0,0.3973185088293002
6800,-118.3,34.09,36.0,2332.0,993.0,3155.0,927.0,2.2612,230400.0,0.4258147512864494
